Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,GA,G_PK,GA_PK,year
Badr Al-Sulaitin,sa KSA,MF,Al-Raed,28,1990,3,1,127,1,1,0,0,0,0,0.71,0.71,1.42,0.71,1.42,2018
Abdulmajeed Al-Sulayhem,sa KSA,MF,Al-Shabab,24,1994,23,19,"1,621",2,3,0,0,5,0,0.11,0.17,0.28,0.11,0.28,2018
Khaled Al-Sumairi,sa KSA,"MF,FW",Al-Ittihad,21,1997,14,6,656,0,1,0,0,3,0,0,0.14,0.14,0,0.14,2018
Lucas Tagliapietra,br BRA,DF,Al-Batin,27,1990,26,26,"2,213",0,2,0,0,2,1,0,0.08,0.08,0,0.08,2018
Abdullah Tarmin,sa KSA,DF,Al-Ahli,21,1997,5,5,433,0,0,0,0,0,0,0,0,0,0,0,2018
Léandre Tawamba,cm CMR,FW,Al-Taawoun,28,1989,28,28,"2,422",21,5,5,5,7,0,0.78,0.19,0.97,0.59,0.78,2018
Adolphe Teikeu,cm CMR,DF,Ohod,28,1990,27,27,"2,338",2,0,0,0,8,0,0.08,0,0.08,0.08,0.08,2018
Ibrahim Al-Telhi,sa KSA,MF,Al-Fateh,24,1994,7,0,118,0,0,0,0,0,0,0,0,0,0,0,2018
Mohammed Al-Thain,sa KSA,FW,Al-Faisaly,,,3,0,7,0,0,0,0,0,0,0,0,0,0,0,2018
Nzuzi Toko,cd COD,MF,Al-Fateh,27,1990,11,10,916,1,0,0,0,1,0,0.1,0,0.1,0.1,0.1,2018
Moataz Tombakti,sa KSA,MF,Ohod,24,1994,1,1,31,0,0,0,0,0,0,0,0,0,0,0,2018
Bubacarr Trawally,gm GAM,FW,Al-Shabab,23,1994,11,10,824,3,2,0,0,2,0,0.33,0.22,0.55,0.33,0.55,2018
Zurab Tsiskaridze,ge GEO,DF,Al-Hazem,31,1986,13,12,"1,044",1,0,0,0,4,0,0.09,0,0.09,0.09,0.09,2018
Alexandros Tziolis,gr GRE,"MF,DF",Al-Fayha,33,1985,29,26,"2,400",1,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,2018
Bruno Uvini,br BRA,DF,Al-Nassr,27,1991,25,25,"2,250",2,0,0,0,7,0,0.08,0,0.08,0.08,0.08,2018
Valdívia,br BRA,MF,Al-Ittihad,23,1994,7,3,309,1,0,0,0,0,0,0.29,0,0.29,0.29,0.29,2018
Farley Vieira Rosa,br BRA,MF,Al-Ettifaq,24,1994,8,1,240,0,0,0,0,0,0,0,0,0,0,0,2018
Carlos Villanueva,cl CHI,MF,Al-Ittihad,32,1986,28,25,"2,084",4,4,0,1,1,0,0.17,0.17,0.35,0.17,0.35,2018
Rhys Williams,au AUS,DF,Al-Qadsiah,30,1988,28,28,"2,499",2,1,0,0,6,0,0.07,0.04,0.11,0.07,0.11,2018
Yago,br BRA,MF,Al-Qadsiah,23,1995,13,12,970,0,1,0,0,1,0,0,0.09,0.09,0,0.09,2018
Seidu Yahaya,gh GHA,MF,Al-Fayha,28,1989,3,2,210,0,0,0,0,1,0,0,0,0,0,0,2018
Abdulrahman Al Yami,sa KSA,MF,Al-Fayha,21,1997,8,3,335,1,1,0,0,1,0,0.27,0.27,0.54,0.27,0.54,2018
Hamad Al Yami,sa KSA,FW,Al-Qadsiah,,,1,0,13,0,0,0,0,0,0,0,0,0,0,0,2018
Mohammed Al Yami,sa KSA,GK,Al-Batin,20,1997,6,5,469,0,0,0,0,0,0,0,0,0,0,0,2018
Saeed Awadh Al Yami,sa KSA,DF,Al-Ettifaq,24,1994,2,1,102,0,0,0,0,1,0,0,0,0,0,0,2018
Abdullah Al Yousif,sa KSA,DF,Al-Fateh,20,1997,12,12,"1,080",0,0,0,0,2,0,0,0,0,0,0,2018
Anas Zabani,sa KSA,DF,Al-Batin,21,1997,8,7,612,0,0,0,0,0,0,0,0,0,0,0,2018
Ahmed Al-Zain,sa KSA,MF,Al-Qadsiah,27,1991,14,9,788,4,3,0,0,2,1,0.46,0.34,0.8,0.46,0.8,2018
Ali Ahmed Al Zaqan,sa KSA,MF,Al-Ittihad,27,1991,3,0,55,0,0,0,0,1,0,0,0,0,0,0,2018
Ali Ahmed Al Zaqan,sa KSA,MF,Al-Fateh,27,1991,10,5,493,1,0,0,0,1,0,0.18,0,0.18,0.18,0.18,2018
Safi Al Zaqarta,sa KSA,FW,Al-Ahli,19,1999,2,0,19,0,0,0,0,0,0,0,0,0,0,0,2018
Omar Al Zayni,sa KSA,MF,Al-Ahli,22,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2018
Abdullah Al-Zori,sa KSA,DF,Al-Wehda,30,1987,22,22,"1,968",1,0,0,0,1,0,0.05,0,0.05,0.05,0.05,2018
Ibrahim Al-Zubaidi,sa KSA,DF,Al-Taawoun,29,1989,27,26,"2,285",1,4,0,0,7,0,0.04,0.16,0.2,0.04,0.2,2018
Mohammed Al-Zubaidi,sa KSA,"MF,DF",Al-Ahli,20,1997,3,2,86,0,0,0,0,0,0,0,0,0,0,0,2018
Osama Aashor,sa KSA,DF,Abha,29,1990,10,8,667,0,0,0,0,3,0,0,0,0,0,0,2019
Saleh Al Abbas,sa KSA,FW,Abha,24,1995,23,13,"1,206",4,3,0,0,1,0,0.3,0.22,0.52,0.3,0.52,2019
Faris Abdi,sa KSA,DF,Al-Wehda,20,1999,2,1,91,0,0,0,0,0,0,0,0,0,0,0,2019
Ahmed Abdoh Jaber,sa KSA,FW,Al-Wehda,,,4,1,103,0,0,0,0,1,0,0,0,0,0,0,2019
Hussein Abdulghani,sa KSA,"DF,MF",Al-Ahli,42,1977,10,9,855,0,2,0,0,4,0,0,0.21,0.21,0,0.21,2019
Saud Abdulhamid,sa KSA,DF,Al-Ittihad,20,1999,24,23,"2,095",1,3,0,0,8,0,0.04,0.13,0.17,0.04,0.17,2019
Malek Al Abdulmonam,sa KSA,FW,Al-Taawoun,,,4,2,144,0,0,0,0,1,0,0,0,0,0,0,2019
Nawaf Al Abed,sa KSA,MF,Al-Hilal,29,1990,13,6,579,2,1,0,0,1,0,0.31,0.16,0.47,0.31,0.47,2019
Mazen Abo Shararah,sa KSA,FW,Damac,28,1991,7,2,287,1,1,0,0,1,0,0.31,0.31,0.63,0.31,0.63,2019
Mazen Abo Shararah,sa KSA,FW,Al-Ahli,28,1991,8,1,195,0,1,0,0,1,0,0,0.46,0.46,0,0.46,2019
Abdulrahman Al-Aboud,sa KSA,"MF,FW",Al-Ittihad,24,1995,20,14,"1,073",0,2,0,0,3,0,0,0.17,0.17,0,0.17,2019
Mohammed Abousaban,sa KSA,MF,Damac,29,1990,10,10,839,2,0,0,0,3,0,0.21,0,0.21,0.21,0.21,2019
Mohammed Abousaban,sa KSA,MF,Al-Taawoun,29,1990,7,5,443,0,0,0,0,3,0,0,0,0,0,0,2019
Talal Al-Absi,sa KSA,DF,Al-Taawoun,26,1993,22,20,"1,747",2,0,0,0,4,0,0.1,0,0.1,0.1,0.1,2019
Abdulfattah Adam,sa KSA,FW,Al-Nassr,24,1995,7,2,276,2,2,0,0,0,0,0.65,0.65,1.3,0.65,1.3,2019
Imran Adam,ng NGA,"DF,MF",Al-Shabab,23,1996,8,4,419,0,0,0,0,1,0,0,0,0,0,0,2019
Imran Adam,ng NGA,"DF,MF",Damac,23,1996,9,9,765,0,0,0,0,2,0,0,0,0,0,0,2019
Khaled Adénon,bj BEN,DF,Al-Wehda,34,1985,1,1,90,0,0,0,0,0,0,0,0,0,0,0,2019
Muath Adnan Afaneh,jo JOR,MF,Abha,,,4,0,29,0,0,0,0,1,0,0,0,0,0,0,2019
Matías Aguirregaray,uy URU,"DF,MF",Al-Fateh,30,1989,25,23,"1,903",2,0,0,0,2,1,0.09,0,0.09,0.09,0.09,2019
Karim El Ahmadi,ma MAR,MF,Al-Ittihad,34,1985,26,26,"2,292",0,0,0,0,8,0,0,0,0,0,0,2019
Mohammed Ahmed Alhaeti,sa KSA,GK,Al-Ettifaq,,,2,2,180,0,0,0,0,0,0,0,0,0,0,0,2019
Mohamed Ahmed,sud SUD,FW,Damac,26,1993,2,1,50,0,0,0,0,0,0,0,0,0,0,0,2019
Ahmed Alanzy,sa KSA,MF,Al-Faisaly,,,5,1,86,0,0,0,0,0,0,0,0,0,0,0,2019
Qasim Alawjami,sa KSA,DF,Al-Fateh,23,1996,2,0,25,0,0,0,0,1,0,0,0,0,0,0,2019
Marzouq Aldossary,sa KSA,MF,Al-Shabab,17,2002,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2019
Danijel Aleksić,rs SRB,FW,Al-Ahli,28,1991,1,1,90,1,0,0,0,0,0,1,0,1,1,1,2019
Alemão,br BRA,DF,Al-Hazem,28,1990,29,29,"2,610",6,0,3,3,4,0,0.21,0,0.21,0.1,0.1,2019
Othman Alhaj,sa KSA,MF,Al-Fayha,25,1994,14,1,269,1,0,0,0,0,0,0.33,0,0.33,0.33,0.33,2019
Abdelaziz Ali Guechi,dz ALG,DF,Al-Adalah,28,1990,11,11,953,0,0,0,0,1,0,0,0,0,0,0,2019
Mashel Ali,sa KSA,MF,Al-Faisaly,,,2,1,107,0,0,0,0,1,0,0,0,0,0,0,2019
Mukhtar Ali,sa KSA,MF,Al-Nassr,21,1997,20,11,"1,058",0,2,0,0,5,0,0,0.17,0.17,0,0.17,2019
Mohammed Alkhaibari,sa KSA,DF,Al-Shabab,,,2,0,47,0,0,0,0,0,0,0,0,0,0,0,2019
André Almeida Pinto,pt POR,DF,Al-Fateh,29,1989,12,11,996,0,1,0,0,1,0,0,0.09,0.09,0,0.09,2019
Abdullah Almogren,sa KSA,MF,Al-Raed,22,1996,13,1,198,0,0,0,0,1,0,0,0,0,0,0,2019
Ahmed Alnajai,sa KSA,MF,Abha,24,1995,17,9,880,0,0,0,0,2,0,0,0,0,0,0,2019
Ibrahim Aloytabi,sa KSA,MF,Al-Taawoun,22,1997,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2019
Mohanad Alshudukhi,sa KSA,MF,Al-Raed,20,1999,2,0,14,0,0,0,0,0,0,0,0,0,0,0,2019
Fwaz Altryes,sa KSA,MF,Al-Ettifaq,22,1997,16,8,762,1,3,0,0,3,0,0.12,0.35,0.47,0.12,0.47,2019
Haider Al-Amer,sa KSA,DF,Al-Adalah,29,1989,1,0,32,0,0,0,0,1,0,0,0,0,0,0,2019
Cédric Amissi,bi BDI,MF,Al-Taawoun,29,1990,25,25,"2,167",6,3,0,0,9,2,0.25,0.12,0.37,0.25,0.37,2019
Abdullah Al-Ammar,sa KSA,DF,Al-Ittihad,25,1994,3,2,199,0,0,0,0,0,0,0,0,0,0,0,2019
Turki Al Ammar,sa KSA,MF,Al-Shabab,19,1999,16,3,431,1,0,0,0,3,0,0.21,0,0.21,0.21,0.21,2019
Najib Ammari,dz ALG,MF,Damac,27,1992,2,2,161,0,0,0,0,0,1,0,0,0,0,0,2019
Sari Amr,sa KSA,DF,Al-Wehda,29,1989,2,2,179,0,0,0,0,1,0,0,0,0,0,0,2019
Sari Amr,sa KSA,DF,Abha,29,1989,5,4,410,0,0,0,0,1,0,0,0,0,0,0,2019
Nordin Amrabat,ma MAR,MF,Al-Nassr,32,1987,29,28,"2,440",4,11,0,0,3,0,0.15,0.41,0.55,0.15,0.55,2019
Abdulelah Al-Amri,sa KSA,DF,Al-Nassr,22,1997,10,9,831,1,0,0,0,2,0,0.11,0,0.11,0.11,0.11,2019
Mohammed Al-Amri,sa KSA,DF,Al-Raed,27,1991,29,29,"2,502",1,2,0,0,5,0,0.04,0.07,0.11,0.04,0.11,2019
Rakan Al Anaze,sa KSA,MF,Al-Wehda,21,1998,8,1,279,1,0,0,0,3,0,0.32,0,0.32,0.32,0.32,2019
Carolus Andriamatsinoro,mg MAD,"FW,MF",Al-Adalah,30,1989,30,29,"2,606",10,1,2,4,3,0,0.35,0.03,0.38,0.28,0.31,2019
Karim Aouadhi,tn TUN,MF,Abha,33,1986,27,27,"2,430",4,1,1,1,8,0,0.15,0.04,0.19,0.11,0.15,2019
Ahmed Al-Aoufi,sa KSA,MF,Al-Ittihad,27,1992,3,0,21,0,0,0,0,0,0,0,0,0,0,0,2019
Abdulaziz Al-Aryani,sa KSA,FW,Al-Ittihad,23,1996,7,1,129,0,0,0,0,1,0,0,0,0,0,0,2019
Ernest Asante,gh GHA,MF,Al-Hazem,30,1988,9,6,524,0,1,0,0,1,0,0,0.17,0.17,0,0.17,2019
Abdulfattah Asiri,sa KSA,MF,Al-Ahli,25,1994,19,16,"1,463",3,4,0,0,5,0,0.18,0.25,0.43,0.18,0.43,2019
Jaber Asiri,sa KSA,FW,Al-Wehda,21,1997,5,0,34,0,1,0,0,0,0,0,2.65,2.65,0,2.65,2019
Ali Al Asmari,sa KSA,MF,Al-Ahli,22,1997,19,13,"1,149",2,1,0,0,3,0,0.16,0.08,0.23,0.16,0.23,2019
Malik Asselah,dz ALG,GK,Al-Hazem,33,1986,29,29,"2,610",0,0,0,0,3,0,0,0,0,0,0,2019
Ahmed Assiri,sa KSA,DF,Al-Taawoun,27,1991,25,20,"1,928",0,0,0,0,6,0,0,0,0,0,0,2019
Muhannad Assiri,sa KSA,"FW,MF",Al-Ahli,32,1986,2,0,28,0,1,0,0,0,0,0,3.21,3.21,0,3.21,2019
Rafael Assis,br BRA,MF,Al-Fayha,28,1990,8,8,720,0,0,0,0,3,0,0,0,0,0,0,2019
Basim Al Atallah,sa KSA,GK,Al-Ahli,29,1989,1,1,90,0,0,0,0,0,0,0,0,0,0,0,2019
Abdulquddus Atiah,sa KSA,GK,Al-Wehda,22,1997,1,1,90,0,0,0,0,0,0,0,0,0,0,0,2019
Mohmad Atiah,sa KSA,MF,Al-Shabab,27,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2019
Amine Atouchi,ma MAR,DF,Abha,27,1992,29,29,"2,610",3,1,0,0,4,0,0.1,0.03,0.14,0.1,0.14,2019
Ghazi Ayadi,tn TUN,"MF,FW",Damac,23,1996,10,7,606,0,0,0,0,2,0,0,0,0,0,0,2019
Fares Al-Ayyaf,sa KSA,"MF,DF",Al-Hazem,27,1992,10,8,671,0,0,0,0,3,0,0,0,0,0,0,2019
Walid Azaro,ma MAR,FW,Al-Ettifaq,23,1995,7,5,498,3,1,0,0,2,0,0.54,0.18,0.72,0.54,0.72,2019
Bander Ba Ajaj,sa KSA,DF,Damac,24,1995,2,2,98,0,0,0,0,0,0,0,0,0,0,0,2019
Anice Badri,tn TUN,"MF,FW",Al-Ittihad,28,1990,11,4,429,0,1,0,0,1,0,0,0.21,0.21,0,0.21,2019
Hattan Bahebri,sa KSA,MF,Al-Hilal,27,1992,10,6,521,0,2,0,0,1,0,0,0.35,0.35,0,0.35,2019
Masood Bakheet,sa KSA,DF,Al-Hazem,,,2,2,151,0,0,0,0,2,1,0,0,0,0,0,2019
Yzeid Al Bakr,sa KSA,DF,Al-Ahli,23,1995,5,3,254,0,0,0,0,1,0,0,0,0,0,0,2019
Waleed Bakshween,sa KSA,MF,Al-Wehda,29,1989,28,27,"2,293",0,2,0,0,9,0,0,0.08,0.08,0,0.08,2019
Ageel Balghaith,sa KSA,DF,Al-Faisaly,32,1987,12,2,249,0,0,0,0,0,0,0,0,0,0,0,2019
Ahmed Bamsaud,sa KSA,"MF,DF",Al-Fayha,23,1995,25,7,885,1,0,0,0,2,0,0.1,0,0.1,0.1,0.1,2019
Mohammed Al Baqawi,sa KSA,DF,Al-Shabab,24,1995,7,4,297,0,0,0,0,0,0,0,0,0,0,0,2019
Mohammed Al Baqawi,sa KSA,DF,Al-Fayha,24,1995,13,12,975,0,0,0,0,1,0,0,0,0,0,0,2019
Abdulrahman Al-Barakah,sa KSA,MF,Al-Fayha,28,1990,27,24,"1,931",0,0,0,0,6,0,0,0,0,0,0,2019
Khaled Al-Barakah,sa KSA,DF,Al-Ettifaq,28,1990,1,1,21,0,0,0,0,0,0,0,0,0,0,0,2019
Karam Barnawi,sa KSA,DF,Abha,32,1987,22,21,"1,882",0,1,0,0,8,3,0,0.05,0.05,0,0.05,2019
Yassin Barnawi,sa KSA,"DF,MF",Al-Taawoun,25,1993,15,12,"1,082",0,0,0,0,4,0,0,0,0,0,0,2019
Mohammad Al Bassas,sa KSA,DF,Al-Ahli,20,1998,3,1,146,0,0,0,0,1,0,0,0,0,0,0,2019
Mustafa Bassas,sa KSA,"MF,FW",Al-Faisaly,26,1993,7,2,166,0,0,0,0,0,0,0,0,0,0,0,2019
Mustafa Bassas,sa KSA,"FW,MF",Al-Ahli,26,1993,1,0,16,0,0,0,0,0,0,0,0,0,0,0,2019
Zaid Al Bawardi,sa KSA,GK,Al-Nassr,22,1997,2,1,113,0,0,0,0,0,0,0,0,0,0,0,2019
Youcef Belaïli,dz ALG,MF,Al-Ahli,27,1992,13,12,956,2,3,2,2,4,0,0.19,0.28,0.47,0,0.28,2019
Farouk Ben Mustapha,tn TUN,GK,Al-Shabab,30,1989,25,25,"2,191",0,0,0,0,3,0,0,0,0,0,0,2019
Sofiane Bendebka,dz ALG,MF,Al-Fateh,26,1992,14,13,"1,191",5,3,0,0,4,0,0.38,0.23,0.6,0.38,0.6,2019
Djamel Benlamri,dz ALG,DF,Al-Shabab,29,1989,9,8,737,0,0,0,0,1,0,0,0,0,0,0,2019
Saad Bguir,tn TUN,"MF,FW",Abha,25,1994,29,29,"2,532",12,8,4,4,3,0,0.43,0.28,0.71,0.28,0.57,2019
Sultan bin Jamal,sa KSA,MF,Al-Raed,22,1996,26,26,"2,171",0,0,0,0,5,0,0,0,0,0,0,2019
Fahad bin Jumayah,sa KSA,"MF,DF",Al-Nassr,24,1995,14,4,466,0,0,0,0,0,0,0,0,0,0,0,2019
Abdulaziz Al-Bishi,sa KSA,MF,Al-Ittihad,25,1994,24,15,"1,302",1,4,0,0,4,1,0.07,0.28,0.35,0.07,0.35,2019
Medwin Biteghe,ga GAB,MF,Al-Adalah,22,1996,30,28,"2,453",2,3,0,1,3,0,0.07,0.11,0.18,0.07,0.18,2019
Roly Bonevacia,nl NED,MF,Al-Faisaly,27,1991,22,20,"1,706",2,0,0,0,2,0,0.11,0,0.11,0.11,0.11,2019
Wilfried Bony,ci CIV,FW,Al-Ittihad,30,1988,10,7,624,5,0,3,3,2,0,0.72,0,0.72,0.29,0.29,2019
Alberto Botía,es ESP,DF,Al-Wehda,30,1989,24,24,"2,112",1,1,0,0,12,0,0.04,0.04,0.09,0.04,0.09,2019
Salim Boukhanchouche,dz ALG,MF,Abha,27,1991,6,3,209,0,0,0,0,2,0,0,0,0,0,0,2019
Nawaf Boushal,sa KSA,DF,Al-Fateh,,,17,13,"1,215",0,1,0,0,3,0,0,0.07,0.07,0,0.07,2019
Murtadh Al Braih,sa KSA,DF,Al-Adalah,29,1990,17,15,"1,255",0,1,0,0,8,0,0,0.07,0.07,0,0.07,2019
Mohammed Al-Breik,sa KSA,DF,Al-Hilal,26,1992,20,18,"1,616",1,5,0,0,4,0,0.06,0.28,0.33,0.06,0.33,2019
Tawfiq Bu Haymid,sa KSA,"DF,MF",Al-Fateh,32,1987,25,18,"1,679",1,2,0,0,7,1,0.05,0.11,0.16,0.05,0.16,2019
Ali Al-Bulaihi,sa KSA,DF,Al-Hilal,29,1989,14,12,"1,109",2,1,0,0,2,1,0.16,0.08,0.24,0.16,0.24,2019
Firas Al-Buraikan,sa KSA,FW,Al-Nassr,19,2000,9,1,215,1,0,0,0,0,0,0.42,0,0.42,0.42,0.42,2019
Jonathan Cafu,br BRA,MF,Al-Hazem,28,1991,15,13,"1,160",2,2,0,0,4,0,0.16,0.16,0.31,0.16,0.31,2019
Haroune Camara,sa KSA,FW,Al-Ittihad,21,1998,17,6,622,1,1,0,0,1,0,0.14,0.14,0.29,0.14,0.29,2019
André Carrillo,pe PER,MF,Al-Hilal,28,1991,27,18,"1,727",4,4,0,0,3,0,0.21,0.21,0.42,0.21,0.42,2019
Cássio,pt POR,GK,Al-Taawoun,38,1980,29,29,"2,610",0,0,0,0,4,0,0,0,0,0,0,2019
Farouk Chafaï,dz ALG,DF,Damac,29,1990,17,17,"1,530",3,0,0,0,3,0,0.18,0,0.18,0.18,0.18,2019
Firas Chaouat,tn TUN,FW,Abha,23,1996,13,7,744,1,0,0,0,0,0,0.12,0,0.12,0.12,0.12,2019
Renato Chaves,br BRA,DF,Al-Wehda,29,1990,25,25,"2,234",3,0,0,0,5,1,0.12,0,0.12,0.12,0.12,2019
Ibrahim Chenihi,dz ALG,MF,Damac,29,1990,17,14,"1,207",2,6,0,0,0,0,0.15,0.45,0.6,0.15,0.6,2019
Aliou Cissé,sn SEN,"MF,FW",Al-Adalah,29,1990,26,22,"1,977",6,1,0,0,5,0,0.27,0.05,0.32,0.27,0.32,2019
Emre Çolak,tr TUR,MF,Al-Wehda,28,1991,1,1,90,0,0,0,0,0,0,0,0,0,0,0,2019
Manuel da Costa,ma MAR,DF,Al-Ittihad,33,1986,7,7,630,0,1,0,0,0,0,0,0.14,0.14,0,0.14,2019
Rafael Costa,br BRA,MF,Damac,28,1991,3,3,270,1,1,0,0,1,0,0.33,0.33,0.67,0.33,0.67,2019
Gustavo Cuellar,co COL,MF,Al-Hilal,26,1992,26,24,"2,092",0,1,0,0,6,0,0,0.04,0.04,0,0.04,2019
Ammar Al-Daheem,sa KSA,DF,Al-Ittihad,25,1993,3,3,270,0,0,0,0,1,0,0,0,0,0,0,2019
Jalal Daoudi,ma MAR,MF,Al-Raed,30,1988,24,19,"1,543",7,0,1,1,9,1,0.41,0,0.41,0.35,0.35,2019
Faisal Darisi,sa KSA,DF,Al-Raed,22,1997,3,1,93,0,0,0,0,0,0,0,0,0,0,0,2019
Faisel Darwish,sa KSA,MF,Al-Wehda,28,1991,7,2,165,0,0,0,0,1,0,0,0,0,0,0,2019
Faisel Darwish,sa KSA,"MF,DF",Al-Taawoun,28,1991,11,6,533,0,1,0,0,2,0,0,0.17,0.17,0,0.17,2019
Abdullaziz Al-Dawsari,sa KSA,MF,Al-Nassr,30,1988,7,0,85,1,0,0,0,1,0,1.06,0,1.06,1.06,1.06,2019
Abdullaziz Al-Dawsari,sa KSA,MF,Al-Faisaly,30,1988,10,3,407,0,0,0,0,0,0,0,0,0,0,0,2019
Hamad Murshid Al-Dawsari,sa KSA,"DF,MF",Al-Adalah,25,1994,4,3,276,0,0,0,0,1,0,0,0,0,0,0,2019
Nasser Al-Dawsari,sa KSA,MF,Al-Hilal,20,1998,9,2,235,0,0,0,0,0,0,0,0,0,0,0,2019
Salem Al-Dawsari,sa KSA,MF,Al-Hilal,27,1991,20,16,"1,503",4,7,0,0,2,0,0.24,0.42,0.66,0.24,0.66,2019
Mohammed Sayed Al-Dhaw,sa KSA,MF,Al-Fateh,25,1993,6,2,212,0,0,0,0,2,0,0,0,0,0,0,2019
Abdulaziz Al-Dhiyabi,sa KSA,MF,Damac,27,1992,6,0,51,0,0,0,0,0,0,0,0,0,0,0,2019
Makhete Diop,sn SEN,FW,Al-Shabab,31,1988,13,11,947,6,1,1,1,2,1,0.57,0.1,0.67,0.48,0.57,2019
Djaniny,cv CPV,"FW,MF",Al-Ahli,28,1991,22,20,"1,754",8,2,0,0,3,0,0.41,0.1,0.51,0.41,0.51,2019
Arnaud Djoum,cm CMR,MF,Al-Raed,30,1989,29,29,"2,544",4,3,0,0,4,0,0.14,0.11,0.25,0.14,0.25,2019
Jumaan Al Dosari,sa KSA,DF,Damac,32,1987,8,6,596,0,0,0,0,6,1,0,0,0,0,0,2019
Abdurahman Al-Dossari,sa KSA,MF,Al-Nassr,21,1997,17,4,418,0,0,0,0,1,0,0,0,0,0,0,2019
Saeed Al-Dossari,sa KSA,MF,Al-Fateh,29,1990,13,2,219,0,2,0,0,1,0,0,0.82,0.82,0,0.82,2019
Mohammed Al Dossary,sa KSA,DF,Al-Raed,20,1999,25,23,"1,938",0,1,0,0,1,0,0,0.05,0.05,0,0.05,2019
Souleymane Doukara,sn SEN,"FW,MF",Al-Ettifaq,27,1991,29,25,"2,173",6,2,1,1,2,1,0.25,0.08,0.33,0.21,0.29,2019
Azzedine Doukha,dz ALG,GK,Al-Raed,32,1986,29,29,"2,610",0,0,0,0,5,0,0,0,0,0,0,2019
Khalid Dubaysh,sa KSA,"DF,MF",Al-Adalah,20,1998,6,4,314,0,0,0,0,0,1,0,0,0,0,0,2019
Carlos Eduardo,br BRA,MF,Al-Hilal,29,1989,22,19,"1,691",12,0,2,3,1,0,0.64,0,0.64,0.53,0.53,2019
Gulab Al-Enazi,sa KSA,MF,Al-Hazem,20,1999,2,0,20,0,0,0,0,0,0,0,0,0,0,0,2019
Hussain Al Essa,sa KSA,"MF,FW",Al-Adalah,18,2000,20,9,852,2,1,0,0,1,0,0.21,0.11,0.32,0.21,0.32,2019
Abdullah Al-Fahad,sa KSA,DF,Al-Raed,25,1994,30,30,"2,700",0,0,0,0,3,0,0,0,0,0,0,2019
Abdulmohsen Fallatah,sa KSA,DF,Al-Ittihad,25,1994,7,6,489,0,0,0,0,1,0,0,0,0,0,0,2019
Muhannad Fallatah,sa KSA,MF,Al-Fayha,23,1996,7,5,468,0,0,0,0,2,0,0,0,0,0,0,2019
Sultan Faqihi,sa KSA,DF,Al-Hazem,24,1995,3,3,209,0,0,0,0,0,0,0,0,0,0,0,2019
Salman Al-Faraj,sa KSA,MF,Al-Hilal,29,1989,19,15,"1,322",2,2,0,0,5,0,0.14,0.14,0.27,0.14,0.27,2019
Mohammed Al Fatil,sa KSA,DF,Al-Ahli,27,1992,15,14,"1,254",0,0,0,0,1,0,0,0,0,0,0,2019
Jorge Fellipe,br BRA,DF,Damac,30,1988,13,13,"1,170",2,1,0,0,1,0,0.15,0.08,0.23,0.15,0.23,2019
Ronnie Fernández,cl CHI,FW,Al-Fayha,28,1991,15,15,"1,348",7,2,3,3,4,0,0.47,0.13,0.6,0.27,0.4,2019
Driss Fettouhi,ma MAR,MF,Al-Hazem,29,1989,30,29,"2,642",3,10,1,2,3,0,0.1,0.34,0.44,0.07,0.41,2019
Ahmed Al Fiqi,sa KSA,MF,Al-Faisaly,26,1992,19,11,882,2,1,0,0,1,1,0.2,0.1,0.31,0.2,0.31,2019
Youssef Fouzai,tn TUN,"FW,MF",Al-Adalah,31,1987,11,9,778,0,1,0,0,0,0,0,0.12,0.12,0,0.12,2019
Mohamed Fouzair,ma MAR,MF,Al-Raed,27,1991,28,28,"2,422",10,4,6,8,5,0,0.37,0.15,0.52,0.15,0.3,2019
Moslem Al Freej,sa KSA,GK,Al-Fayha,31,1988,14,14,"1,260",0,0,0,0,1,0,0,0,0,0,0,2019
Mohammed Al-Fuhaid,sa KSA,MF,Al-Fateh,29,1990,25,23,"1,778",0,0,0,0,6,1,0,0,0,0,0,2019
Reuben Gabriel,ng NGA,MF,Abha,28,1990,16,16,"1,383",1,0,0,0,3,0,0.07,0,0.07,0.07,0.07,2019
Gegé,cv CPV,DF,Al-Fayha,31,1988,24,22,"2,036",1,0,0,0,0,1,0.04,0,0.04,0.04,0.04,2019
Savvas Gentsoglou,gr GRE,"MF,DF",Al-Adalah,28,1990,13,13,"1,074",1,0,1,1,5,0,0.08,0,0.08,0,0,2019
Abdullah Al-Ghamdi,sa KSA,GK,Damac,29,1990,1,0,16,0,0,0,0,0,0,0,0,0,0,0,2019
Abdulrahman Al-Ghamdi,sa KSA,FW,Al-Ittihad,24,1994,4,0,55,1,0,0,0,0,0,1.64,0,1.64,1.64,1.64,2019
Hamed Al-Ghamdi,sa KSA,"MF,FW",Al-Ettifaq,20,1999,18,7,706,1,0,0,0,2,0,0.13,0,0.13,0.13,0.13,2019
